;Abu Dhabi;Abuja;Accra;Addis Ababa;Algiers;Amman;Amsterdam/The Hague (seat of Gvnt);Andorra la Vella;Ankara;Antananarivo;Apia;Ashgabat;Asmara;Astana;Asuncion;Athens;Baghdad;Baku;Bamako;Bandar Seri Begawan;Bangkok;Bangui;Banjul;Basseterre;Basse-Terre;Beijing;Beirut;Belgrade;Belmopan;Bern;Bishkek;Bissau;Bogota;Brasilia;Bratislava;Brazzaville;Bridgetown;Brussels;Bucuresti;Budapest;Buenos Aires;Bujumbura;Cairo;Canberra;Caracas;Castries;Cayenne;Charlotte Amalie;Chisinau;Conakry;Copenhagen;Dakar;Damascus;Dhaka;Dili;Djibouti;Dodoma;Doha;Dublin;Dushanbe;Fort-de-France;Funafuti;Gaborone;George Town;Georgetown;Guatemala;Hanoi;Harare;Havana;Helsinki;Honiara;Islamabad;Jakarta;Jerusalem;Kabul;Kampala;Kathmandu;Khartoum;Kiev (Rus);Kigali;Kingston;Kingstown;Kinshasa;Koror;Kuala Lumpur;Kuwait;La Paz (adm.)/sucre (legislative);Libreville;Lilongwe;Lima;Lisbon;Ljubljana;Lome;London;Luanda;Lusaka;Luxembourg;Macau
Libreville;4466.812828;2234.750565;1408.713338;4026.599469;1969.675542;4121.125877;554.5558799;1030.221388;4006.405695;9605.747748;16837.15483;5858.018753;3057.772049;6729.298425;6496.718208;3834.173354;3629.251004;3970.450944;1019.513308;8861.974965;8150.946731;940.9359805;772.3546689;5541.562713;6237.998567;8764.832303;3796.377043;2937.910715;8101.567322;3562.85467;6168.153809;2289.042718;6269.538094;8870.016643;1870.359751;3837.219616;5771.473829;2923.276061;1712.635443;1085.754163;8184.299873;5049.521615;3565.085638;15711.85379;5594.509755;6030.018542;5094.359953;5611.274119;3270.776446;595.7828745;1801.165929;1264.591056;2714.481622;7443.96309;13739.79127;3976.997411;4626.614989;4509.135433;540.5747494;5735.17695;5070.492057;18834.27948;7953.417807;7334.081809;5015.6852;7524.466884;10377.26171;7891.849327;7926.367195;2005.39609;17020.37393;6098.549352;11132.6906799999;3354.550295;5813.442183;2424.616173;7008.091384;2350.200353;2141.609608;9541.380448;17795.0049;5725.105329;5047.091158;12247.93226;9788.087144;3869.215447;8108.072142;0;3794.031094;7802.860519;1890.84634;2396.185349;1971.036746;1495.259265;8351.329936;6236.163132;1364.786277;10819.31142
Lilongwe;3835.320613;2941.212389;5183.922323;598.8667843;5554.698802;6342.417316;4046.51007;4824.024048;6340.526852;6249.05066;13184.12275;2669.430127;2182.633152;4349.020422;2879.17122;6511.443347;2526.656337;3646.199348;4652.526105;9463.649129;8226.424772;3029.213238;3603.266127;3696.91486;3114.335149;9564.532215;5897.916424;5697.161895;6333.324736;6750.440758;7081.301883;5309.919709;5702.313631;5401.956945;2090.881339;2230.948043;2941.212389;6295.900107;3095.038409;3552.118419;4393.339885;1832.979612;248.699365;12796.7566;4829.673666;3010.719095;2182.633152;4098.408085;598.8667843;3862.576523;5027.894806;4133.481514;3351.883905;7399.501119;10204.91504;1336.901052;917.0196329;2588.288374;3749.793245;5183.922323;4939.839816;15047.32182;5066.903166;5676.992942;6047.25556;7267.628758;8016.168237;4786.890601;5503.803167;1886.028794;13523.12697;6013.785808;8143.490439;5231.25319;5326.092976;2227.190297;7139.966025;3449.628936;3351.883905;6567.595499;14641.95141;3291.797748;2965.065622;11159.22949;7595.05347;3695.59713;4412.173601;3794.031094;0;4893.955233;5254.608819;2157.929752;3682.890005;5258.060992;5877.356147;3159.641034;4964.652318;8922.647596
Lima;3963.410508;7794.662078;8829.304398;4342.61577;8695.663782;7354.81487;8273.845518;8679.192949;7490.970034;6697.599095;10296.206;2224.525106;4750.382042;1295.360704;2476.869061;7991.787949;4225.751007;4387.233918;8178.238742;6782.336749;5493.561296;6862.610455;7191.378025;2505.255047;1779.620085;7066.037086;7055.474172;7731.042236;2335.706852;8816.279748;6012.560894;7853.888416;3794.62148;5983.796917;6729.332569;6937.673526;2075.410574;8831.078589;6216.858237;6939.21094;3791.406955;5557.801198;5117.344982;8078.720934;3534.316669;1903.503128;2832.21485;2729.7795;5453.460422;7502.773148;7941.589986;7286.541452;5470.840982;4955.396426;6026.285189;3980.632806;4739.975251;3309.371914;8042.253642;3789.576684;4332.443118;11152.19078;7139.966025;2266.791636;5847.357533;4640.312965;3159.641034;6614.244157;1048.346509;5951.710254;9218.070574;4467.518899;3364.389513;6623.247794;3873.451004;5378.774545;5066.903166;5860.65895;5983.796917;7723.094781;10114.88085;2090.881339;7098.698644;6586.445857;2840.516256;4533.661812;2430.943387;7802.860519;4893.955233;0;8212.506625;7015.161362;8472.750149;8844.083608;8189.984914;6073.074188;8334.108492;4192.036473
Lisbon;4328.037005;4120.144645;1103.283265;5306.242171;495.8417801;2484.483162;2163.67494;1415.660058;2332.72494;11373.22478;18376.20343;6693.712764;3743.137423;6965.788508;7570.89928;2032.628115;4091.409394;3857.735625;906.8338046;7379.70621;6935.628715;2272.403349;1681.174422;5721.522077;6981.943833;7223.532172;2285.735006;1228.006793;7788.474568;1674.454026;4833.087181;587.6896934;5629.569429;10584.61959;3643.994075;5705.442819;6419.015606;1071.104668;2274.290351;1703.254683;9561.000778;6770.010451;5063.513677;15161.068;5200.681721;6741.482379;5911.436823;5603.23915;4836.424028;1490.132206;273.5233521;1131.74545;2755.008171;6364.717931;14185.90521;4976.217633;6158.332771;5009.476769;2352.601418;5197.630639;4474.699772;18507.74347;9806.528497;7073.875315;3816.478707;6531.628016;10131.87161;9707.030596;8013.194681;3372.633757;16829.44556;5247.930421;11255.39727;2125.351732;5225.534917;3264.122395;5907.290751;2381.411725;2303.156657;11399.32912;16877.37926;6170.258477;6923.607342;11109.94435;9506.009749;3716.40582;9174.346833;1890.84634;5254.608819;8212.506625;0;4255.713244;3753.223492;1023.932891;10240.23564;8026.677166;612.7325778;10244.51543
Ljubljana;5001.833585;784.0995937;3737.512914;2674.846697;4365.65363;6178.29687;2371.278349;3297.506195;6104.621844;7228.929845;14466.87691;4799.352992;3094.827079;6320.635951;5011.771131;6057.336554;3705.388622;4620.079548;3414.537878;10407.1265;9381.4285;2156.655639;2677.824556;5427.507596;5242.094897;10404.59071;5779.537594;5147.454469;8181.45153;5927.245703;7734.282574;4561.319951;7017.793188;6528.661297;744.9488322;1450.186442;4990.08569;5310.243923;2858.446702;2830.306725;6182.008393;2769.924299;1918.063454;14946.48897;6170.337289;5113.570616;4214.484466;5719.059537;1570.774788;2782.659513;4120.225547;3351.205269;3702.909478;8570.162075;12265.23331;3128.077772;2685.22382;4230.870179;2079.313318;6452.398685;5977.649321;16631.35552;5558.720735;7456.314166;6564.914815;8533.277889;10082.14744;5500.070003;7527.886408;1717.001591;15509.7342;7118.137012;10299.13778;5191.221195;6575.31013;2640.509061;8208.598275;3545.894594;3345.673237;7148.81864599999;16688.59937;5226.623812;2671.6662;12948.21956;9611.943921;4595.258849;6472.032641;2396.185349;2157.929752;7015.161362;4255.713244;0;1540.05166;3837.877513;6006.98705;3862.453658;3760.217581;10893.52552
Lome;5923.227591;797.8092741;2893.673496;4166.495647;3675.694972;6089.489379;1589.657819;2446.977617;5970.612493;8298.572664;15367.53468;6281.445229;4135.212504;7664.547883;6549.591797;5765.257403;4773.971085;5468.54301;2847.545224;10802.9952;10001.68409;2388.725839;2633.830948;6646.648262;6718.781844;10720.97297;5767.110579;4886.786628;9388.010426;5364.085964;8093.361151;4223.897987;7888.220285;7707.711213;1758.553921;2532.403982;6412.587473;4679.609948;3303.774629;2911.899317;7647.561682;4151.876456;3438.154738;16479.64513;7108.988594;6571.202895;5643.613378;6858.378682;3086.904851;2553.134313;3720.685759;3225.98247;4320.13528;9248.306918;13789.80951;4509.283114;4215.408832;5469.732993;1438.308808;7326.109028;6736.108319;17564.98958;6469.996942;8631.579212;6923.846626;9283.828299;11452.70054;6533.709584;8890.799482;2692.899634;16961.51814;7837.707939;11798.73375;5306.891193;7428.363731;3547.042654;8833.521533;4033.94444;3812.385837;7996.164914;18163.62331;6573.732553;3571.219533;13949.28737;10937.2169;5403.372631;8007.446145;1971.036746;3682.890005;8472.750149;3753.223492;1540.05166;0;3004.816785;6665.00238499999;5036.844773;3154.838721;12149.4036
London;5106.153;3521.639267;111.2262553;5436.731783;715.8371903;3488.294474;1496.466137;563.8012526;3329.111454;11066.80617;18302.99923;7102.509481;4162.684044;7653.515018;7854.605679;2973.542583;4626.070902;4613.735621;675.2613329;8382.417265;7959.497831;2257.291903;1748.493006;6412.370426;7441.853267;8214.630917;3308.275376;2238.611706;8671.892709;2393.475794;5856.709591;1611.553929;6573.356004;10352.02884;3362.754505;5246.07151;6918.768706;1698.663023;2650.729028;1940.535522;9650.606034;6539.141998;5036.568904;16159.15715;6076.212721;7214.529377;6318.786887;6361.920339;4754.214835;1444.784992;1181.874901;1562.730278;3403.879133;7381.809753;14870.36871;5269.581147;6110.60958;5551.947302;1767.403811;6111.80619;5392.912079;19456.9247;9353.844704;7934.823797;4834.016108;7541.27577;11017.39315;9331.664788;8770.688318;3408.245437;17798.39819;6230.02708;12033.77398;3129.274183;6152.548742;3586.856975;6924.764338;3005.702454;2864.704823;10924.6758;17890.46935;6759.133982;6425.770408;12133.74564;10396.26328;4482.055643;9476.004219;1495.259265;5258.060992;8844.083608;1023.932891;3837.877513;3004.816785;0;9650.566268;7699.233446;547.766486;11209.08721
Luanda;9572.22179;6144.693579;9540.513933;6257.21465;10279.09795;12071.80593;8168.005629;9086.939651;12028.71151;2343.164358;8702.853649;6947.084387;8059.09816;8711.351083;6001.529218;12047.14196;8362.235673;9478.002093;9361.708876;14827.43879;13479.58286;8134.515575;8680.715012;8861.441297;7176.933178;15045.68881;11641.18094;11142.56045;10511.12721;11913.99352;12889.49292;10568.26552;11099.11569;2505.8614;6684.916643;4564.031969;7539.676026;11266.20038;8660.265662;8806.862144;4482.396499;4046.402752;5926.453413;11609.85402;10316.43605;7308.515038;7171.532864;9351.994374;5958.928176;8786.874169;10122.06016;9351.323006;9183.432834;12749.40019;8981.253422;7034.973232;5097.451465;8128.673726;7927.187805;10700.03449;10663.46962;10905.93313;1057.546563;10238.12237;11916.49474;12505.73799;10579.01473;1577.015262;9234.151184;7324.782983;10822.13143;11595.65697;9457.729054;10994.34334;10844.47203;8007.652943;12641.36776;9202.575287;9055.177205;1478.097689;11854.98688;8131.637453;3341.47447;13899.55556;10633.84522;9544.891478;5841.832594;8351.329936;5877.356147;8189.984914;10240.23564;6006.98705;6665.00238499999;9650.566268;0;2757.383066;9701.100501;11742.3799
Lusaka;6817.663743;4306.307521;7599.610084;3503.877642;8198.194699;9477.158454;6229.739449;7159.70304;9461.725042;3369.909047;10607.90847;4387.233918;5337.276988;6265.336521;3630.9203;9576.831506;5609.396348;6722.425226;7242.116031;12231.35403;10899.28688;5773.153613;6358.739831;6201.273693;4696.616565;12404.41905;9034.874381;8711.611991;8236.347634;9658.307605;10133.32852;8225.885502;8426.643366;2682.465776;4389.323841;2514.425013;4951.511679;9097.399851;6121.171673;6411.879334;3110.906635;1338.671531;3241.429384;12071.02931;7609.958936;4777.233256;4482.833028;6683.642964;3336.787659;6537.879852;7849.91943;6992.710447;6506.891927;10118.82673;9157.101672;4277.737633;2342.944856;5386.510828;5940.977296;7991.209198;7913.487524;12773.64664;1909.408109;7807.95528;9167.497319;9909.864238;9006.01929;1690.046931;7045.785155;4793.640744;11972.11764;8879.639115;8368.756902;8371.564017;8136.709008;5356.170982;9958.918377;6576.046937;6454.622591;3451.440103;13164.79645;5520.089504;1590.865744;12558.41909;8847.065443;6792.119837;4141.563779;6236.163132;3159.641034;6073.074188;8026.677166;3862.453658;5036.844773;7699.233446;2757.383066;0;7586.290326;10152.71949
Luxembourg;4563.528501;3560.697129;583.7914265;5087.877618;612.7325778;3084.220751;1568.921069;810.8234653;2936.953532;10952.25751;18142.41456;6654.443744;3697.950751;7128.947017;7454.050295;2645.156574;4130.413559;4073.012608;345.7400796;7973.808668;7483.810102;1935.536021;1370.178308;5885.282321;6977.980825;7824.547902;2859.645538;1828.454765;8124.127957;2225.759159;5393.548633;1165.757612;6031.608491;10195.66794;3200.013082;5201.892793;6441.091255;1565.212423;2183.144187;1501.675152;9335.962642;6369.125206;4756.049345;15629.51493;5528.470858;6745.872639;5868.582793;5823.196382;4498.498055;1102.909851;683.0082308;1049.703209;2875.994782;6881.44793;14357.09732;4854.947672;5845.908963;5057.844343;1779.620085;5566.030836;4847.991228;19092.85689;9318.151383;7387.368748;4338.606019;7030.133333;10469.64677;9250.687073;8234.41379;3084.228248;17254.29869;5700.661975;11496.67384;2622.481159;5608.267361;3149.380492;6425.676504;2479.838253;2350.459382;10906.07153;17447.38305;6256.069737;6409.857059;11661.50852;9848.502702;3939.967682;9073.425524;1364.786277;4964.652318;8334.108492;612.7325778;3760.217581;3154.838721;547.766486;9701.100501;7586.290326;0;10669.66684
Macau;6356.722314;11623.71869;11253.40984;8332.427254;10709.56168;8167.708348;11371.0779;11339.14707;8349.29891;9641.266006;8896.390207;6322.143907;8021.399613;4586.868146;6654.721297;8880.81236;7384.32624;6850.06629;10695.20986;4452.686028;3872.97011;9992.752093;10059.07841;5505.613536;5891.856787;4789.90937;8145.729214;9202.913551;2764.709248;9834.916269;5788.975924;9686.766206;4639.776329;9248.433786;10422.25232;11079.5029;5981.856269;10257.89156;9115.214462;9748.237035;7347.171976;9749.162872;9116.906737;4973.961718;5230.432669;5944.747614;6743.033487;5300.35526;9420.321896;10314.84141;10038.76134;9809.596896;8105.248629;4097.726908;4739.014138;7770.435673;8905.830871;6692.86248;11244.69503;5128.365933;5834.217079;8505.56482;10795.41931;3528.428738;6526.134746;3845.676297;1174.563922;10279.59749;3422.626616;9456.60221;6592.108018;5000.341274;2460.62974;8130.295229;5072.5661;8630.096021;4531.047037;8477.348298;8680.340049;10756.5326;6992.17546;5673.83455;11287.28072;2412.137233;1353.883076;6950.15046;6076.457308;10819.31142;8922.647596;4192.036473;10244.51543;10893.52552;12149.4036;11209.08721;11742.3799;10152.71949;10669.66684;0
