;Abu Dhabi;Abuja;Accra;Addis Ababa;Algiers;Amman;Amsterdam/The Hague (seat of Gvnt);Andorra la Vella;Ankara;Antananarivo;Apia;Ashgabat;Asmara;Astana;Athens;Baghdad;Baku;Bamako;Bandar Seri Begawan;Bangkok;Bangui;Banjul;Basseterre;Basse-Terre;Beijing;Beirut;Belgrade;Belmopan;Bern;Bishkek;Bissau;Bogota;Bratislava;Brazzaville;Bridgetown;Brussels;Bucuresti;Budapest;Buenos Aires;Bujumbura;Cairo;Canberra;Caracas;Castries;Cayenne;Charlotte Amalie;Chisinau;Conakry;Copenhagen;Dakar;Damascus;Dhaka;Dili;Djibouti;Dodoma;Doha;Dublin;Dushanbe;Fort-de-France;Funafuti;Gaborone;George Town;Georgetown;Guatemala;Hanoi;Harare;Havana;Helsinki;Honiara;Islamabad;Jakarta;Jerusalem;Kabul;Kampala;Kathmandu;Khartoum;Kiev (Rus);Kingston;Kingstown;Kinshasa;Kuala Lumpur;Kuwait;La Paz (adm.)/sucre (legislative);Libreville;Lilongwe;Lima;Lisbon;Ljubljana;Lome;London;Luanda;Lusaka;Luxembourg;Macau;Madrid;Malabo;Male;Mamoudzou;Managua;Manama;Manila;Maputo;Maseru;Masqat;Mbabane (Adm.);Mexico;Minsk;Mogadishu;Monrovia;Montevideo;Moroni;Moskva;Nairobi;Nassau;N'Djamena;New Delhi;Niamey;Nicosia;Noumea;Nuku'alofa;Nuuk;Oranjestad;Oslo;Ottawa;Ouagadougou;Pago Pago;Palikir;Panama;Papeete;Paramaribo;Paris;Phnom Penh;Port Moresby;Port-au-Prince;Porto-Novo (constitutional cotonou) (seat of gvnt);Prague;Praia;Pretoria (adm.) / Cap Town (Legislative) / Bloemfontein (Judicial);P'yongyang;Quito;Reykjavik;Riga;Riyadh;Road Town;Rome;Saint-Pierre;Saipan;San Jose;San Juan;San Marino;San Salvador;Santiago;Santo Domingo;Sao Tome;Sarajevo;Seoul;Skopje;Sofia;St. Peter Port;Stanley;Stockholm;Suva;Tallinn;Tarawa;Tashkent;T'bilisi;Tegucigalpa;Tehran;Thimphu;Tirane;Torshavn;Tripoli;Tunis;Vaduz;Valletta;Vienna;Vientiane;Vilnius;Warsaw;Washington DC;Wellington;Willemstad;Windhoek;Yamoussoukro;Yangon;Yaounde;Yerevan;Zagreb
Skopje;4619.475185;1617.110166;4363.15733;1893.439229;4903.092885;6352.212189;3059.309039;3946.070468;6305.270085;6665.091966;13875.15093;4005.480925;2728.316639;5617.932034;6342.348824;3275.044606;4302.861356;3949.269022;10196.39311;9068.592583;2468.346648;3049.928224;4825.82475;4450.206812;10237.83525;5927.067124;5450.913006;7547.312338;6352.212189;7610.076843;4929.384468;6610.029237;1094.43152;1295.832771;4243.102189;5786.740704;2940.780887;3121.558717;5381.021944;2085.073555;1112.092719;14104.17495;5740.432721;4337.648028;3471.092125;5166.982083;786.214144;3227.960288;4540.380447;3694.025822;3594.357619;8241.88472;11424.06215;2453.788166;1847.35821;3644.227503;2756.754528;6056.450416;5667.728435;15958.42306;5131.647649;6850.670712;6475.704671;8163.91545;9335.908567;4995.045135;6802.001653;1617.977607;14689.06124;6799.650406;9478.641072;5293.499784;6189.117627;2428.666286;7919.28905;3532.317587;3363.030138;15855.90331;4534.839801;2425.630565;8894.436695;4306.366237;5627.457748;2964.459281;1339.273743;6229.324957;4715.83052;846.3098511;2386.235339;4455.18146;5723.662926;3311.02846;4290.39257;10204.78314;3296.173092;5058.022471;5784.523562;5923.64225;7233.60779;3359.579413;10788.39734;6634.479511;2213.004497;5515.945594;2379.957597;8718.612936;5700.143137;2670.784777;2240.47198;6576.813147;5078.386682;5140.342036;2591.091531;6233.98561;1265.472454;6985.521238;3532.572932;1662.341217;15797.56107;16871.54078;3465.274176;6179.805424;6088.830132;6438.755998;2692.731911;16234.58598;12668.5701;6451.729293;13579.82915;6328.155622;5740.11557;9297.046439;13675.86311;6723.26631;3193.587798;895.6690761;248.6387523;5053.316435;11529.82555;6514.317942;1001.036298;5790.431583;5110.323686;5421.270495;5952.533058;6055.602348;13670.36623;8237.256122;5646.94404;6061.661092;8081.042538;5971.768494;6003.564371;1937.538899;5679.453835;11377.13096;0;4897.905067;3445.781534;5970.256287;2138.360166;17408.29975;2358.240753;15471.17221;5628.709175;5201.300493;7341.54944;5625.865975;7866.897363;1903.431979;1724.143934;5393.394294;5549.128831;1540.910493;5929.875173;1342.112436;9386.839016;4135.652284;1334.715064;10059.38283;16461.11011;5348.515542;4025.726006;5553.553298;8757.539185;5532.077019;2733.459262;5479.75568
Sofia;3322.696704;4713.145712;2241.801959;5003.67155;1643.260672;1571.952649;2993.047778;2464.316302;1472.999723;11350.2952;17572.82549;6018.553987;3207.203565;5998.643115;1445.941319;3385.547892;2893.672037;1833.025034;6359.818195;5809.490158;2488.774803;1989.775465;4774.333213;6243.917862;6237.823705;1245.285145;599.9557227;6653.555055;1733.559684;3729.10257;628.934947;4466.039686;3935.104181;6059.595738;5654.538843;1557.63866;2019.803325;1814.125362;9144.127021;6811.900833;4956.757201;13988.49079;4085.855873;5996.215976;5264.773931;4590.21504;4807.804036;1985.30971;998.1451686;1326.468668;2019.032555;5207.457959;13138.58927;4503.875578;6016.230555;4246.572937;3090.457202;4053.364522;3331.787083;17420.28286;10012.30404;5957.469493;2662.365635;5364.2133;8988.482374;9820.000469;6970.993121;3342.086938;15653.46026;4072.119346;10172.90079;952.4363471;4072.668607;2901.562613;4751.041208;1742.910218;1777.31588;15774.8117;5318.251664;7275.101496;8361.736723;2746.630817;8544.462885;2555.730255;5101.277696;7278.77918;1176.046376;4644.004761;4526.637093;2177.092186;10610.68135;8135.342897;1676.582417;9070.053408;2858.996283;1178.042999;7003.470074;10564.14615;7435.237412;4670.473469;7532.244211;11486.49384;7018.9654;3043.10796;7053.977316;7369.810007;832.2011698;5245.926459;3236.707513;11037.53065;9662.945413;1099.710581;7020.479992;6851.178278;3987.182611;4533.280834;2736.569476;4008.959675;15383.97857;15242.55865;4723.685058;4271.256808;1444.731014;4988.917157;3924.594074;15560.9521;8119.063199;7419.737692;15199.13414;2447.90046;1666.425795;6835.123712;14509.85191;3994.666014;3100.677851;4534.354508;4782.728978;9911.473372;10230.84122;8670.203353;3897.629648;892.7729537;1916.057202;4137.778828;1275.023228;2556.601686;11420.7104;4350.860655;4220.716358;1358.762016;5289.740426;9031.821739;4319.59378;4219.206832;860.8846217;8545.506485;4897.905067;0;2825.581228;10114.21239;2818.542885;15053.07242;2559.83199;11142.87621;5038.326461;1690.012564;7592.106911;2213.011982;5823.682462;3026.023587;4746.069117;878.369932;1121.850115;4330.833316;1191.544985;3730.358083;5321.4487;796.1367236;3564.2844;14949.54065;16081.54752;6291.770565;8918.627911;1432.024592;5532.989562;1057.546563;4380.644967;818.1022892
St. Peter Port;5118.834724;2395.609;1019.144903;4682.437178;1781.970584;4327.204267;390.2572826;564.6459882;4189.46899;9975.694308;17189.57631;6558.71278;3767.924648;7434.170302;3923.245925;4333.380696;4618.853188;1011.401036;9184.503504;8586.82263;1652.219103;1404.336884;6238.389895;6943.271354;9054.632363;4060.986794;3082.673228;8759.055127;3470.993829;6541.029684;2411.936152;6853.211423;2379.447257;4138.989882;6481.565557;2785.847671;2387.97814;1708.435028;8770.749195;5509.645955;4168.046771;16384.27967;6219.35419;6737.433655;5799.275423;6291.211399;3854.022886;1134.831613;1905.704517;1693.996199;3356.298241;7921.70973;14441.808;4674.547318;5197.518973;5218.651703;689.618293;6334.500935;5649.114407;19392.10375;8234.666048;7994.413812;5426.258143;8029.778584;11055.13253;8228.663951;8625.746421;2684.01799;17731.74753;6629.788774;11841.08999;3716.791647;6403.30774;3135.706111;7475.006623;2975.309889;2778.466227;18441.01723;6435.453573;5305.500421;10458.70812;4509.697521;8768.78875;711.3910877;4405.523166;8514.184443;1891.320144;2761.244601;1893.791171;1128.402823;8522.817453;6618.472111;1280.573646;11449.54758;149.8305418;2180.423077;8117.870475;9281.828456;9120.011994;5345.155508;10342.02374;9750.804179;5590.674767;5372.385201;5811.999379;9710.717719;3572.433721;5312.189635;1212.687555;9986.327581;8479.923827;3764.05717;6032.781734;8268.440178;2182.658094;7038.610589;111.2262553;3715.10753;18088.62299;18051.72989;5443.607229;6541.540439;3290.907309;7155.40035;1227.897165;18352.38068;10724.74972;8712.937445;16755.0836899999;5214.531478;2669.430127;9487.002751;16495.9139;6545.772504;333.6787659;2662.073785;3488.422914;8224.448777;12736.96065;9393.980693;2677.369242;3516.053574;4354.000379;6106.487843;3221.591322;5224.792732;14199.19203;7171.770133;6270.885562;3327.058976;7949.256179;9184.151068;6500.57755;1828.809304;3189.379968;11326.33402;3445.781534;2825.581228;0;9415.470446;1767.040767;17755.97783;2276.300615;13718.67368;6820.233209;4232.248712;9267.888177;4807.609469;8293.89424;1963.337504;2374.234767;2729.498995;2756.199476;2134.655046;3267.594846;2139.324494;8141.619246;2536.266682;2455.916077;12873.01879;18889.10404;7470.661108;6966.188765;2571.35216;8296.911298;2778.773731;4758.80259;2892.694671
Stanley;7581.066055;7291.526792;10300.41187;5137.308112;10724.14447;11021.11264;9029.552797;9902.658477;11081.84906;1890.42228;8015.464617;4453.674761;6914.35962;5697.251714;11402.39787;6852.641204;7743.950367;9809.256514;11573.26385;10301.77773;8194.99899;8773.29386;6347.522402;4453.674761;11867.00326;10598.72539;10711.08763;7117.047226;11833.68122;10553.33842;10424.06264;8373.758395;7042.794643;5544.418766;5005.181489;11443.71536;8197.714171;8716.622717;1115.964611;3940.017093;5373.71708;8945.19601;7819.341818;4672.613124;5056.242797;6804.613749;5635.757606;9026.387072;10185.09725;9291.813626;8140.096546;9743.600154;6034.868345;5617.705173;4283.680224;6173.295849;8726.876916;8172.16107;8455.674863;9992.863456;2821.38128;7052.995497;10010.84091;9437.118821;6862.635389;2345.148206;5838.856214;7056.625418;8900.38062;9010.729827;5776.470614;9964.678861;8295.5123;7237.276221;9804.262818;8373.742469;8341.823584;10102.85284;5565.13496;4723.501214;6951.853552;7868.307681;2384.180705;8891.839036;5170.600902;4808.855668;10419.65966;6706.51428;8066.015223;10384.21338;3719.486938;3133.404572;10129.25213;8023.226708;9265.740724;10736.08534;4670.123256;1426.776794;5816.368986;5638.193216;10890.55686;2773.05072;3922.519423;8565.03108;3632.443955;7856.445822;10690.76331;4884.185488;8206.178614;1136.761176;1361.430212;9706.18206;3384.358926;5333.490309;7235.268881;8759.603111;9500.47841;6172.817892;10177.67061;11340.48767;5622.147433;8088.10866;11543.6107;7634.135091;8559.235596;10563.67377;14073.71302;4889.306755;7795.293243;10018.00696;11451.53314;9345.111185;8162.809131;8995.300623;9160.945209;6793.674901;5933.863212;2584.954151;8680.361449;3337.179144;6798.987229;10877.89159;9104.824295;7470.129953;11377.87564;9570.116727;10529.51821;10830.39837;7597.999967;11468.92925;9403.849631;2056.069501;7854.058197;7783.300425;10973.67049;10485.54452;5970.256287;10114.21239;9415.470446;0;7911.479147;11966.5527;7792.607365;14041.67402;6753.761205;9354.212833;5766.609067;9377.359799;8481.587462;7667.083156;7365.303576;10879.77824;11094.87305;7400.686938;11304.2275;7287.62824;11608.98119;9341.842125;7081.466818;5455.609709;10628.44202;5108.830877;3713.006391;11226.7471;10150.05571;11053.2764;5772.270477;10893.89936
Stockholm;3749.984474;2049.575002;2428.749909;2954.824527;2824.350104;4346.66069;1486.033647;2095.349422;4273.759075;8784.070225;15921.85295;4792.769137;2098.643409;5778.431654;4246.17354;2714.703683;3281.922383;1897.856639;8733.587626;7837.980578;333.6787659;912.6624223;4640.232736;5181.738535;8693.608007;3950.238621;3341.47447;7308.688237;4213.935898;6023.703171;2794.356394;5692.450659;1117.423324;3242.241895;4736.277427;3659.56334;1127.205492;1006.122849;7151.13827;4180.73499;2542.941534;14810.63143;4928.652667;4980.512849;4037.978696;4776.892422;2278.008551;1121.287045;2403.890756;1560.290071;2123.861532;7066.921423;12675.40331;2907.782469;3627.930789;3538.596082;1254.825828;5132.376927;4537.695799;17760.1689699999;7264.488668;6541.337012;4844.481233;7090.656982;9507.655418;7132.616322;6996.272386;927.4393377;15983.51824;5644.503155;10144.91987;3375.103005;5232.126597;1462.830842;6662.744292;1860.167204;1641.12828;16889.46319;4737.288164;4461.034603;8943.594107;3210.282445;7031.352494;1078.667897;2759.992425;6790.863262;2589.316831;1831.673556;2198.667971;2499.691695;7801.418817;5446.145631;2220.561807;10067.71839;1637.343593;2929.179429;6382.762356;8028.000838;7486.000346;3605.383318;9641.068743;8771.866768;4339.222715;4301.425166;4458.353472;8366.408409;3643.998022;3551.410212;870.1177777;8636.125887;7159.647355;3284.393001;4560.823095;6585.321721;1192.155024;5970.150838;1806.018916;1955.805014;16633.99801;17217.43869;3707.274975;5315.359808;3950.823401;5819.082003;1885.849912;17029.22132;10858.66574;6995.937345;14988.13953;4659.567783;3623.915026;8457.594315;14770.08348;5559.86722;1688.091581;1723.648274;2074.505652;7191.093606;11409.92049;7627.118928;1157.881102;3706.558599;3528.826327;4730.748852;3816.03848;4504.576525;13215.85727;6678.050906;4926.837493;3925.604825;7005.717339;7461.346606;5217.59553;1701.091098;3559.24017;10474.40456;2138.360166;2818.542885;1767.040767;7911.479147;0;17357.41794;661.4767208;13848.71174;5308.342421;3524.171765;7627.338535;4052.932691;7118.346587;246.0560056;2114.260672;3256.265401;3410.964138;1649.447753;3796.998937;915.0925264;7785.291865;2112.937551;841.6591324;12177.34573;17504.0772;5757.318132;6118.356069;3427.52171;7526.309715;3393.732155;3001.093054;3347.32328
Suva;13646.44755;19018.13193;16788.6471;15561.64613;15986.18824;13497.19899;18023.46906;17222.50455;13620.81996;11876.18224;4937.515462;13437.42101;15457.1766;11982.21686;13846.72477;14818.77518;14095.96025;16771.28162;8755.731339;9549.222785;17162.48464;16923.51701;12967.00001;12995.69652;8842.860204;13809.63787;14713.32428;10216.2469;14293.69011;11463.06397;15380.48235;11672.79444;17881.84884;17503.61103;13269.6346;14984.71869;16248.38545;16642.18853;12303.26578;15821.38127;16316.49842;3321.226575;12459.39766;13130.41408;14043.43269;12738.26126;16663.33716;17015.64744;15886.5555;16342.74623;15234.3482;10303.00379;6112.963389;15160.29883;15630.88366;14152.61373;18142.67942;12236.11573;12819.85149;2782.61357;13742.06567;10967.60402;12630.83569;10269.17909;8198.127748;13635.92832;10760.84698;16906.90487;3082.208837;11715.41066;7935.279817;14256.96191;12132.14727;16032.94508;10717.39032;15517.64463;15739.17013;1895.35018;13076.60743;16582.51916;8697.134737;14158.27503;11844.71217;17604.11548;16078.22415;11227.06651;15871.61485;18234.11122;19550.87559;16677.69657;13626.0537;15054.29242;16478.23129;7461.470179;17841.28493;15575.81981;11669.40431;12468.0644;10300.0704499999;14281.37126;7746.986432;12277.3329;15866.53656;13056.79431;15521.42893;9098.695305;14254.99846;14788.72564;18155.63575;11677.87975;13139.47961;14275.59706;15122.63725;11281.55742;18203.60929;11387.76457;17646.88564;16142.13151;1789.249416;626.0686575;14171.83524;12059.39969;14466.12185;11599.52253;18967.41097;1413.456605;7032.849692;11005.87032;4174.179906;12830.62692;15112.50131;8902.473909;3869.133023;11800.23485;18081.86332;18245.8867;17212.06446;13698.3468;6107.938647;10903.94017;17449.51563;14283.70377;13881.78262;12687.73385;14534.4823;12922.94206;4162.983829;10811.72489;12480.81394;14428.91895;10353.98181;11543.35334;12171.59058;19033.80754;14584.7868;6885.006827;17408.29975;15053.07242;17755.97783;11966.5527;17357.41794;0;16708.41242;4039.544157;12221.25352;13926.41467;10178.63074;13370.35155;10258.70008;17379.31441;19128.07399;15033.72801;14999.91357;18786.24092;14490.23928;17934.83864;9762.707233;15537.93582;17382.28948;9364.325645;1509.463617;12164.78582;15044.61948;15192.72422;9857.666672;14978.23955;14938.5164;14875.5752
Tallinn;3088.508241;2631.574855;2744.247923;2690.929695;2961.845007;3994.84274;2056.619701;2492.080031;3947.192014;8839.640902;15781.59177;4333.205754;1495.570245;5177.058257;4004.956456;2087.140802;2621.66989;2131.975744;8167.044119;7223.538854;626.4578703;1046.203873;4012.668643;4696.808191;8146.633988;3572.838801;3133.985286;6656.509547;4131.743329;5472.735006;2686.805365;5036.985923;1529.376078;3585.077535;4213.61319;3661.563627;591.7889831;926.0642876;6947.615234;4261.581238;2455.697874;14196.49254;4267.712095;4481.868247;3557.549635;4129.116894;2266.208779;1349.972572;2394.671422;1500.240019;1491.930215;6440.825004;12196.45086;2477.858192;3545.891662;2947.52101;1865.010759;4475.349142;3891.822529;17346.29958;7452.850392;5888.33036;4298.06539;6452.898941;8875.492878;7265.201559;6385.027396;785.6843519;15455.771;5008.237508;9571.255133;2950.984511;4577.122538;859.8358283;6045.896229;1278.16927;1072.602607;16284.35574;4161.25201;4772.774838;8303.768022;2552.599466;6683.765148;1565.029628;2634.37972;6237.888108;2627.299293;2274.077521;2851.248418;2793.630377;8081.527659;5577.884655;2404.08664;9412.271164;2165.573317;2945.024474;5843.185767;8063.187386;6877.338337;3076.261072;9023.528133;8929.029647;4461.018091;3662.728762;4513.824142;7706.965314;3346.745122;3178.886841;1528.593313;8606.867468;7172.227436;2819.702541;4530.467149;6000.436341;1708.554843;5322.148997;2291.626916;1644.090069;16008.05731;16556.02425;3172.501216;4656.493533;3851.377407;5157.84592;2544.367444;16391.16103;10409.35072;6436.89854;14515.56562;4123.979995;3660.158014;7805.938654;14221.02354;4924.045123;2261.346768;2175.948355;2227.153238;7352.261977;10752.14472;7181.514466;1372.543358;3448.013914;2952.764678;4069.809266;3699.984579;3931.364818;12558.07144;6123.753362;4265.414181;3804.29334;6367.789806;7135.094248;4556.627248;2337.937946;3376.430751;9833.823583;2358.240753;2559.83199;2276.300615;7792.607365;661.4767208;16708.41242;0;13354.30448;4661.421636;2979.446889;7021.625637;3481.005078;6459.430877;686.1982281;2707.524313;3156.38621;3346.728948;2237.206539;3657.598984;1399.554102;7249.240971;1782.191062;1050.273575;12390.15605;16882.45528;5194.66953;6382.820926;3439.356786;6910.365035;3315.732823;2515.854285;3212.519162
Tarawa;10879.60514;15851.54164;12753.88783;14067.95617;11947.02713;9571.47068;14009.65178;13183.40495;9673.863996;14965.63754;8900.294765;12491.97859;12746.14087;10587.87351;9840.92481;12228.84832;11171.21589;12751.88227;5274.97265;6431.004973;13548.6298;13122.25403;10973.82822;12115.91698;5244.020772;9933.885947;10731.86819;8555.640911;10254.66212;7901.718064;11386.26132;8939.276217;14883.54686;16751.74345;12001.10789;10946.84168;12773.68655;12902.31084;13668.74969;16041.47346;14720.35929;5627.589689;9814.552122;12091.06237;12638.16708;10546.56063;14876.61332;13123.8834;11885.13876;12468.98131;11942.19052;7260.825417;8304.9648;13296.10992;15013.73112;12045.02569;14180.0387;9472.263603;9810.018487;6814.393976;16772.30007;9098.436402;9065.237925;7372.241531;7617.210976;16367.04561;9662.111348;13953.36699;6512.566903;8686.842204;8360.562209;10477.55813;9333.48751;13066.79259;7561.197533;12081.99139;12282.12967;5587.031406;11506.81063;17546.104;7782.31877;11164.93378;12505.7332;13669.68287;14633.01097;10588.04664;11846.06386;15627.61018;15599.28093;12643.40836;17237.25862;16621.74347;12446.33262;6469.240246;13810.97967;11541.47623;10972.37722;15209.88797;9389.04997;12478.48886;4796.929247;15718.7597;16334.67618;9955.502784;15957.62727;7420.334238;10316.49986;13461.09728;14379.58372;14401.05094;15394.00151;10565.18114;15433.04535;10307.45532;15036.22114;8540.469766;13608.90319;13848.47979;5281.215625;4450.337886;12392.32016;9373.626961;10427.76669;9246.318854;14942.59047;5126.507343;3025.832464;10395.58367;7346.2335;9232.986542;11078.30239;6430.914727;6616.649746;8760.899019;14047.77506;15530.24983;15244.9127;16578.48489;5496.316674;11308.64782;14656.89958;10312.71756;10426.90104;10164.75458;10500.24667;9458.08781;3512.627899;7260.421917;9939.162832;10393.55478;7452.101526;12503.68385;9573.11022;15359.14298;10579.69075;4471.394827;15471.17221;11142.87621;13718.67368;14041.67402;13848.71174;4039.544157;13354.30448;0;10175.21629;10377.60116;9347.936733;9900.699517;7832.615113;13998.67486;15888.49229;11012.10942;10965.54875;15461.21992;10461.41363;14739.33078;6118.544784;11758.65745;14374.97419;13358.22153;5451.139522;11067.57959;17707.89488;11153.34459;6737.359423;10946.72344;12984.27396;10861.19397
Tashkent;1762.545702;6897.343698;6877.556146;3917.656011;6578.295419;4968.745001;6679.466785;6835.116766;5108.250915;8599.579475;12546.80855;2580.081182;3247.555611;1132.76447;5617.881869;2610.496841;2253.584167;6245.568947;5319.389317;3978.227906;5262.431567;5417.629716;810.10282;2389.102503;5519.885645;4682.512604;5431.33197;2009.39685;6472.177069;3805.579477;5647.192658;1633.430744;5674.06314;6732.043868;1988.674073;6557.260271;4433.44594;5121.309448;5644.213318;5927.866514;4640.950593;9569.686783;1152.473585;2228.215795;2483.496676;532.6259561;4881.470221;5704.617164;5824.268994;5323.838584;3492.902682;3222.425617;8110.187831;3197.791566;4852.355973;1987.305872;6519.085989;1449.337821;1943.357302;12996.68336;8491.208308;1253.952717;3475.624741;2990.814049;4235.567461;8013.084934;1934.113279;4687.650967;11003.91171;2256.971115;5177.518122;4294.134624;1558.032697;3859.02892;3146.489478;3889.792189;4064.11903;11654.31755;1404.809351;7373.59162;3647.862873;2385.478811;4450.383407;6142.360486;4506.41624;2389.102503;6082.808167;6210.682385;7379.609196;6867.093878;9527.08025;6923.843126;6325.441274;4773.908176;6740.034803;6191.778002;2266.791636;7932.901226;2407.950368;2321.316888;5391.001731;9323.06383;6234.309492;2171.297462;5920.959073;3131.262766;5073.828625;3287.515376;6176.352807;7890.518938;7197.823107;4043.826745;5470.319189;1879.679479;5987.267842;2044.033795;6802.183848;4014.412948;11355.51115;11944.80372;2227.838987;1338.43021;6239.643447;989.92929;7187.990978;11730.3435;8138.158209;2476.869061;10283.59769;3558.816234;6688.18638;3749.576367;9759.400755;2242.834584;6880.532322;6170.448341;5380.130257;8251.1018;6125.785198;4015.406314;5257.04602;5305.313603;3191.441004;930.4648997;6086.675799;3126.31213;8112.166655;4092.539052;940.4462874;6116.334347;2928.20997;4895.154584;1112.262553;6823.268539;5637.383833;5790.358631;5628.709175;5038.326461;6820.233209;6753.761205;5308.342421;12221.25352;4661.421636;10175.21629;0;3461.011239;2564.652386;3147.91339;2345.145;5243.722598;7001.483257;5886.610152;6121.170397;6578.427644;5961.022782;5713.819876;5000.05879;4670.681585;5161.075785;12124.73758;12230.07791;1668.39383;8216.855689;6462.690929;3726.081511;6050.99856;2901.906334;5772.622944
T'bilisi;1894.967642;5573.657587;3859.737528;4599.034905;3330.326004;1681.49516;4286.486532;3996.351193;1771.981378;10903.87285;15977.0712;4955.396426;2728.176061;4506.99004;2215.344422;2558.203872;1620.044103;3342.242805;5210.044094;4395.390541;3265.564152;3012.457433;3355.378394;5074.292247;5172.596613;1296.117184;1984.532543;4969.161461;3015.984505;2500.011676;2318.430208;2778.40695;4506.99004;6487.325886;4477.321901;3119.20385;2409.546687;2718.833751;8282.403464;6738.998585;4847.327173;12352.83704;2428.768516;4828.881662;4299.459848;3072.542989;4828.881662;3168.415114;2638.329917;2540.226094;1611.290994;3693.699733;11493.11247;3897.818091;5745.322021;3185.07619;4283.907769;2367.568758;1649.406917;15862.1277;9967.507573;4287.230514;1321.33334;3798.475514;7299.564996;9652.995977;5368.88663;3602.158442;13992.72222;2426.456925;8515.432711;835.2530685;2383.072234;2793.009991;3252.793193;1704.39031;1907.093878;14252.33863;4023.810086;7609.941341;6672.782053;1489.019734;7425.524968;3757.152045;4906.99718;5802.317664;2851.460215;5250.222131;5625.982073;3810.676064;10773.62287;8064.924425;3276.688055;7400.62656;4221.838745;2865.151838;5587.317472;10122.06429;5814.83283;3716.379018;6188.49012;11288.88054;7004.203138;1364.293557;6913.97959;5687.892492;1616.182622;4561.357705;4232.984097;10409.61767;9232.327053;602.3703655;6723.54937;5327.357638;4680.719266;2870.032459;4165.422516;3822.524907;13875.66318;13964.28194;3732.815269;2584.949537;2778.797197;3309.144838;5129.608118;14120.91086;7470.782031;5916.709252;13509.73851;1144.776178;3262.470164;5261.299553;12826.72239;2345.148206;4441.812667;5154.019645;5013.681909;9806.678938;8598.820327;7324.117698;4294.413156;1847.660114;277.1339272;2534.317073;2625.838318;1007.562577;9976.612213;3154.030168;2584.172466;2655.91935;3718.56259;7913.605063;2646.103276;5192.790588;2178.870554;7117.554687;5201.300493;1690.012564;4232.248712;9354.212833;3524.171765;13926.41467;2979.446889;10377.60116;3461.011239;0;5970.71656;575.4236825;4158.598251;3641.477665;5637.682625;2467.222056;2690.8089;5173.594797;2500.011676;4375.304464;4270.589312;1695.983901;4000.246481;14699.54627;14659.59976;4890.196838;9098.398669;3050.66325;4094.183053;2619.496145;3670.466425;2335.32791
Tegucigalpa;4323.063693;8857.457711;9418.765431;5448.844656;9142.880557;7338.172804;9077.828306;9343.482828;7496.628871;7620.24491;10009.28756;3378.553844;5531.780415;1849.308907;8032.983215;4938.729622;4806.162018;8778.167617;5827.750901;4625.166911;7645.160027;7885.50319;3032.681219;2941.212389;6136.331971;7116.076971;7954.949069;1450.023611;8939.088318;5575.742281;8206.414847;3493.70799;7727.030631;8132.539391;3102.243965;9088.6048;6892.988238;7604.30491;4840.69558;6794.85451;6233.98561;7183.407139;3547.708141;3015.572117;3877.629574;3054.328033;6556.628269;8185.767606;8388.436094;7859.029528;6016.246463;4236.922411;5548.444437;4981.853596;5947.453582;4089.902138;8878.20235;3684.962755;4353.439964;10486.78686;8274.207443;1790.316919;5693.011656;3904.523818;1994.391187;7745.430276;645.434046;6861.078686;8500.449851;4138.102367;2619.728019;6805.080605;3723.032652;6170.448341;4453.302863;6415.370213;6574.117753;9265.396191;2919.216315;8337.693931;1607.950704;4942.340522;3470.965856;8567.054068;6023.819102;1242.280797;8647.440624;8091.124502;9485.482187;9414.221215;9309.620999;7303.441299;8876.984407;2961.829689;9171.782877;8752.913684;1651.626438;7173.470117;156.9349847;4115.281556;5169.11213;8538.710525;7058.677185;4622.231144;6652.452627;2114.260672;7558.350443;4673.761178;8465.423436;6804.420911;6725.50362;6566.955835;6113.75835;1108.019343;8055.462985;3702.048256;9263.491736;5974.636712;9010.224483;9779.551758;4006.184498;3485.880654;8727.609136;2758.261668;9438.077098;9418.888829;8351.188265;1048.346509;7728.683273;5830.986176;9227.25065;3578.518907;7251.017746;4173.122815;9282.432497;8083.665183;7110.625168;8011.525849;4216.539265;2435.693178;7289.000553;7787.437264;5711.16588;3454.746676;8583.313521;5451.706042;6416.73579;5567.824452;3386.697755;8601.478921;3898.081035;3714.885722;3361.464859;8930.713843;8145.478586;4992.633006;7341.54944;7592.106911;9267.888177;5766.609067;7627.338535;10178.63074;7021.625637;9347.936733;2564.652386;5970.71656;0;5582.086671;2899.435494;7513.527477;8967.960328;8426.899571;8656.754453;8614.845181;8454.598202;7830.93026;6037.341308;7232.652201;7287.305345;10456.95539;9877.026855;1994.391187;8537.207532;9007.383656;4534.354508;8585.821695;4770.730101;8303.522858
